Norm_poisson_H1-error,Norm_poisson_L2-error,Statistics_mystatA_integrate,Statistics_mystatA_max,Statistics_mystatA_mean,Statistics_mystatA_min
1.2776615190239432e-02,7.1400502043454770e-05,1.5706738194451249e+00,9.9995657912695446e-01,4.9997400689087124e-01,8.0885149667467955e-04
