Norm_poisson_H1-error,Norm_poisson_L2-error,Statistics_mystatA_integrate,Statistics_mystatA_max,Statistics_mystatA_mean,Statistics_mystatA_min
6.1653288634339443e-02,1.0554635146414127e-04,1.8521174304774958e-08,9.9986748549616411e-01,1.8521174304764549e-08,-9.9986746445954833e-01
